ID,sid,RMSE,RMSE_lower_bound,RMSE_upper_bound,MAE,MAE_lower_bound,MAE_upper_bound,ME,ME_lower_bound,ME_upper_bound,R2,R2_lower_bound,R2_upper_bound,m,m_lower_bound,m_upper_bound,kendall_tau,kendall_tau_lower_bound,kendall_tau_upper_bound
APR/OFF2.0.0/TIP3P/MD-US/MBAR,23,1.0538026380684382,0.43996579358004206,2.464736460585291,0.9579999999999999,0.3629113059731381,2.2421072565115465,-0.9579999999999999,-2.1821704155164268,0.2852379582738986,0.1045969464585055,0.0009077726157611791,1.0,0.25401574078335715,-3.915874775779055,4.197427325321973,0.19999999999999998,-1.0,1.0
ATM/FFENGINE/TIP3P/HREM,14,1.4884219831754701,0.6867256533053715,4.358615981780186,1.384,0.5611020978019488,3.965380493642786,-0.05599999999999987,-2.70589381211584,2.578470967490297,0.4823609139826004,0.0018863245046452084,1.0,2.9092143416026137,-5.940363101501837,12.533427525938857,0.6,-1.0,1.0
APR/OFF1.2.0/TIP3P/MD-US/MBAR,22,1.6722200812094081,0.7224209165142812,3.099490848744038,1.5799999999999998,0.6062254509978748,2.885999049969288,-1.5799999999999998,-2.8692472623026783,-0.29030115608635665,0.2646985684901012,0.0010433772159878323,1.0,0.7766603764900816,-3.3908407305630046,5.587552675810986,0.6,-1.0,1.0
APR/GAFF2/TIP3P/MD-US/MBAR,21,2.403638907989301,1.4209885137068743,3.7460889581868035,2.38,1.233321573248483,3.601971959075125,-2.38,-3.595162520362885,-1.1936643616755755,0.43752999097313455,0.0010196815929443947,1.0,0.6338656970589586,-3.4495323734126115,4.551237926289001,0.39999999999999997,-1.0,1.0
DDM/FEP/MBAR/ParamChem,16,2.8508805657200025,1.8575252353602087,3.603878466319307,2.664,1.8039999999999998,3.53,2.664,1.8039999999999998,3.53,0.0013633246649698567,0.0003119879699198447,1.0,0.08335251070097076,-2.8799111718483044,4.263489838822706,-0.19999999999999998,-1.0,1.0
DD/GROMOS-53A6_glyc/SPC/MD,11,4.211258719195485,2.6881005963011813,5.753757026659477,3.8339999999999996,2.112796334499278,5.63405180511816,-3.662,-5.623553276953322,-1.3302387061932959,0.27799932718660686,0.011122982353181848,1.0,-2.313480922354673,-10.057644482250474,5.761420467352997,0.10540925533894598,-1.0,1.0
MD/GAFF-RESP/TIP4PEW/MM-PBSA,13,13.839610543653317,12.332939461165005,15.405417321493427,13.794,12.264199704272732,15.338051331427755,13.794,12.264199704272732,15.338051331427755,0.9306444352518111,0.10451190901104655,1.0,3.5159478989275996,-0.12706324711051878,7.868264303056669,0.7999999999999999,-0.14285714285714285,1.0
MD/GAFF-RESP/TIP4PEW/MM-GBSA,12,17.175297959569725,15.589828124728093,18.78065578031538,17.130000000000003,15.516772651509049,18.738211149748725,17.130000000000003,15.516772651509049,18.738211149748725,0.7688101543252923,0.02405581063904511,1.0,3.3563998711280876,-1.1879513351224282,8.265517676342668,0.7999999999999999,-0.49999999999999994,1.0
MD/GAFF-RESP/TIP4PEW/MM-GBSA_2,15,17.175297959569725,15.596220567722346,18.81880527925449,17.130000000000003,15.531780601270134,18.7689346911008,17.130000000000003,15.531780601270134,18.7689346911008,0.7688101543252923,0.024548826467368615,1.0,3.3563998711280876,-1.2305105900639282,8.237888721574059,0.7999999999999999,-0.49999999999999994,1.0
PMF/GAFF-RESP/TIP4PEW/SMD,10,24.631997888924886,19.32704937258108,29.719909287541444,23.988,19.24731100098395,29.322572287355932,23.988,19.24731100098395,29.322572287355932,0.00438853989404735,0.00014937857543658324,1.0,0.891057209923133,-22.900262263462363,20.99783032510269,0.0,-1.0,1.0
