ID,sid,RMSE,RMSE_lower_bound,RMSE_upper_bound,MAE,MAE_lower_bound,MAE_upper_bound,ME,ME_lower_bound,ME_upper_bound,R2,R2_lower_bound,R2_upper_bound,m,m_lower_bound,m_upper_bound,kendall_tau,kendall_tau_lower_bound,kendall_tau_upper_bound
ATM/FFENGINE/TIP3P/HREM,14,1.8578589828078986,1.2930296468518623,4.184275734140242,1.6019999999999999,1.0172027155467618,3.643572934520597,-0.938,-2.8936932323938556,1.0759424145745757,0.14030915203787916,0.0003458228883143544,0.7402799867488803,1.29420523138833,-3.039401405626366,6.355851287714249,0.28888888888888886,-0.4210526315789474,0.8095238095238095
DDM/FEP/MBAR/ParamChem,16,3.197092429067386,2.667073302329728,3.650591732856469,3.0700000000000003,2.501,3.596,-0.406,-2.344,1.541,0.13295810229647745,0.001290449679001299,0.5214540104402902,-2.1616901408450695,-7.034729064039405,1.065764023210834,-0.1111111111111111,-0.6,0.39999999999999997
DD/GROMOS-53A6_glyc/SPC/MD,11,4.120715957209378,3.0322174392171903,5.333056956432708,3.716,2.4913050701237864,5.067501168373942,-3.6300000000000003,-5.041830227197579,-2.0410289286637564,0.00041306727452777647,0.00022422782144614683,0.7629609041919949,-0.07645875251509096,-4.075621055112081,4.092009763884676,0.11935247900657214,-0.6097560975609757,0.7073170731707318
PMF/GAFF-RESP/TIP4PEW/SMD,10,27.26175214471733,22.75830761617747,31.361486644692665,26.383000000000003,22.107114328230946,30.736544970671968,26.383000000000003,22.107114328230946,30.736544970671968,0.003276694137495954,9.875471781686393e-05,0.537407752773085,-0.7830583501006009,-11.95968213853948,13.030227658795491,0.022222222222222223,-0.5384615384615384,0.5555555555555556
